Time (s)	Load (N)	Extension (mm)	Deflection from Preload (mm)
35.30	3.1550	2.3308	1.8101
35.97	3.2110	2.3755	1.8549
36.64	3.2666	2.4201	1.8994
37.30	3.3151	2.4646	1.9439
37.97	3.3601	2.5092	1.9885
38.63	3.4003	2.5538	2.0332
39.30	3.4347	2.5984	2.0778
39.97	3.4690	2.6430	2.1223
40.63	3.4859	2.6876	2.1669
41.30	3.5133	2.7320	2.2114
41.97	3.5404	2.7766	2.2560
42.63	3.5716	2.8213	2.3007
43.30	3.5988	2.8660	2.3453
43.96	3.6255	2.9105	2.3898
44.63	3.6457	2.9551	2.4344
45.30	3.6659	2.9996	2.4790
45.96	3.6864	3.0443	2.5236
46.63	3.7086	3.0887	2.5680
47.29	3.7340	3.1333	2.6127
47.96	3.7532	3.1779	2.6573
48.63	3.7661	3.2224	2.7018
49.29	3.7756	3.2671	2.7465
49.96	3.7938	3.3118	2.7912
50.63	3.8103	3.3563	2.8356
51.29	3.8315	3.4008	2.8802
51.96	3.8519	3.4454	2.9247
52.62	3.8753	3.4900	2.9693
53.29	3.8920	3.5345	3.0139
53.96	3.9069	3.5792	3.0585
54.62	3.9261	3.6237	3.1031
55.29	3.9435	3.6683	3.1477
55.95	3.9480	3.7128	3.1922
56.62	3.9565	3.7576	3.2369
57.29	3.9709	3.8021	3.2814
57.95	3.9921	3.8466	3.3260
58.62	4.0125	3.8911	3.3705
59.28	4.0349	3.9359	3.4152
59.95	4.0608	3.9804	3.4598
60.62	4.0839	4.0250	3.5044
61.28	4.1053	4.0695	3.5489
61.95	4.1282	4.1142	3.5936
62.62	4.1427	4.1588	3.6382
63.28	4.1586	4.2033	3.6826
63.95	4.1752	4.2479	3.7273
64.61	4.1906	4.2925	3.7719
65.28	4.2040	4.3370	3.8163
65.95	4.2164	4.3816	3.8610
66.61	4.2275	4.4263	3.9056
67.28	4.2403	4.4709	3.9503
67.94	4.2572	4.5155	3.9948
68.61	4.2712	4.5600	4.0393
69.28	4.2843	4.6044	4.0838
69.94	4.3028	4.6491	4.1285
70.61	4.3213	4.6936	4.1730
71.27	4.3403	4.7382	4.2176
71.94	4.3570	4.7829	4.2622
72.61	4.3785	4.8274	4.3068
73.27	4.3979	4.8720	4.3514
73.94	4.4171	4.9167	4.3960
74.61	4.4354	4.9612	4.4406
75.27	4.4536	5.0057	4.4851
75.94	4.4727	5.0503	4.5297
76.60	4.4922	5.0950	4.5744
77.27	4.5075	5.1395	4.6188
77.94	4.5239	5.1842	4.6636
78.60	4.5421	5.2286	4.7080
79.27	4.5597	5.2733	4.7527
79.93	4.5763	5.3179	4.7973
80.60	4.5861	5.3624	4.8417
81.27	4.5966	5.4070	4.8864
81.93	4.5958	5.4515	4.9309
82.60	4.5904	5.4962	4.9755
83.26	4.5734	5.5408	5.0202
83.93	4.5471	5.5854	5.0647
84.60	4.5053	5.6300	5.1094
85.26	4.4953	5.6745	5.1538
85.93	4.5071	5.7192	5.1985
86.60	4.5322	5.7636	5.2430
87.26	4.5615	5.8082	5.2876
87.93	4.5935	5.8530	5.3323
88.59	4.6249	5.8974	5.3767
89.26	4.6549	5.9419	5.4213
89.93	4.6807	5.9866	5.4660
90.59	4.7082	6.0312	5.5106
91.26	4.7319	6.0759	5.5552
91.92	4.7546	6.1204	5.5997
92.59	4.7710	6.1648	5.6442
93.26	4.7873	6.2095	5.6889
93.92	4.8068	6.2541	5.7334
94.59	4.8208	6.2987	5.7781
95.25	4.8347	6.3433	5.8227
95.92	4.8486	6.3877	5.8671
96.59	4.8627	6.4324	5.9118
97.25	4.8784	6.4771	5.9564
97.92	4.8947	6.5215	6.0009
98.59	4.9117	6.5662	6.0456
99.25	4.9294	6.6107	6.0901
99.92	4.9448	6.6552	6.1346
100.6	4.9601	6.6999	6.1793
101.3	4.9758	6.7445	6.2238
101.9	4.9939	6.7890	6.2684
102.6	5.0106	6.8336	6.3129
103.2	5.0271	6.8783	6.3577
103.9	5.0451	6.9227	6.4021
104.6	5.0605	6.9675	6.4469
105.2	5.0727	7.0119	6.4913
105.9	5.0781	7.0566	6.5360
106.6	5.0809	7.1011	6.5805
107.2	5.0907	7.1457	6.6250
107.9	5.1011	7.1902	6.6696
108.6	5.1125	7.2349	6.7142
109.2	5.1175	7.2796	6.7589
109.9	5.1304	7.3242	6.8035
110.6	5.1436	7.3686	6.8479
111.2	5.1587	7.4132	6.8925
111.9	5.1760	7.4578	6.9372
112.6	5.1928	7.5025	6.9818
113.2	5.2095	7.5469	7.0263
113.9	5.2254	7.5915	7.0708
114.6	5.2412	7.6362	7.1155
115.2	5.2530	7.6806	7.1600
115.9	5.2679	7.7252	7.2046
116.6	5.2851	7.7700	7.2493
117.2	5.3041	7.8145	7.2938
117.9	5.3232	7.8590	7.3383
118.6	5.3418	7.9037	7.3830
119.2	5.3628	7.9482	7.4275
119.9	5.3805	7.9927	7.4720
120.6	5.3984	8.0373	7.5167
121.2	5.4132	8.0819	7.5613
121.9	5.4326	8.1265	7.6059
122.6	5.4532	8.1711	7.6505
123.2	5.4744	8.2156	7.6950
123.9	5.4909	8.2604	7.7397
124.6	5.5076	8.3049	7.7843
125.2	5.5243	8.3494	7.8288
125.9	5.5410	8.3940	7.8734
126.6	5.5571	8.4386	7.9179
127.2	5.5755	8.4833	7.9627
127.9	5.5942	8.5279	8.0073
128.6	5.6135	8.5724	8.0518
129.2	5.6337	8.6169	8.0962
129.9	5.6538	8.6616	8.1410
130.6	5.6735	8.7062	8.1855
131.2	5.6928	8.7506	8.2300
131.9	5.7112	8.7952	8.2745
132.6		8.8399	8.3192
