Time (s)	Load (N)	Extension (mm)	Deflection from Preload (mm)
104.8	5.0805	6.9821	6.3086
105.5	5.0980	7.0273	6.3539
106.2	5.1203	7.0727	6.3992
106.9	5.1435	7.1178	6.4444
107.5	5.1671	7.1631	6.4896
108.2	5.1896	7.2084	6.5350
108.9	5.2145	7.2539	6.5804
109.6	5.2388	7.2990	6.6256
110.2	5.2626	7.3443	6.6708
110.9	5.2858	7.3896	6.7162
111.6	5.3100	7.4348	6.7614
112.3	5.3315	7.4801	6.8067
113.0	5.3552	7.5254	6.8519
113.6	5.3791	7.5706	6.8971
114.3	5.4031	7.6159	6.9424
115.0	5.4270	7.6610	6.9876
115.7	5.4473	7.7063	7.0329
116.3	5.4707	7.7517	7.0783
117.0	5.4943	7.7970	7.1235
117.7	5.5178	7.8421	7.1687
118.4	5.5411	7.8875	7.2141
119.0	5.5642	7.9327	7.2592
119.7	5.5873	7.9780	7.3046
120.4	5.6103	8.0232	7.3498
121.1	5.6366	8.0685	7.3951
121.7	5.6597	8.1138	7.4404
122.4	5.6847	8.1591	7.4856
123.1	5.7086	8.2043	7.5309
123.8	5.7316	8.2497	7.5763
124.5	5.7586	8.2948	7.6214
125.1	5.7836	8.3401	7.6666
125.8	5.8055	8.3855	7.7120
126.5	5.8300	8.4307	7.7572
127.2	5.8545	8.4759	7.8025
127.8	5.8790	8.5212	7.8478
128.5	5.9038	8.5666	7.8932
129.2	5.9296	8.6118	7.9384
129.9	5.9545	8.6570	7.9835
130.5	5.9776	8.7023	8.0288
131.2	5.9994	8.7476	8.0742
131.9	6.0253	8.7928	8.1194
132.6	6.0476	8.8382	8.1648
133.2	6.0646	8.8833	8.2098
133.9	6.0866	8.9287	8.2552
134.6		8.9740	8.3006
