Time (s)	Load (N)	Extension (mm)	Deflection from Preload (mm)
93.65	4.4860	6.2332	5.3803
94.47	4.5076	6.2877	5.4348
95.28	4.5298	6.3422	5.4894
96.10	4.5526	6.3968	5.5439
96.91	4.5753	6.4512	5.5983
97.73	4.5910	6.5058	5.6529
98.54	4.6053	6.5603	5.7074
99.36	4.6177	6.6147	5.7618
100.2	4.6272	6.6691	5.8163
101.0	4.6352	6.7238	5.8710
101.8	4.6487	6.7782	5.9254
102.6	4.6538	6.8327	5.9798
103.4	4.6659	6.8873	6.0344
104.2	4.6830	6.9418	6.0889
105.1	4.6982	6.9962	6.1434
105.9	4.7128	7.0508	6.1979
106.7	4.7280	7.1053	6.2525
107.5	4.7432	7.1598	6.3069
108.3	4.7604	7.2144	6.3616
109.1	4.7756	7.2689	6.4160
109.9	4.7869	7.3233	6.4704
110.8	4.8024	7.3778	6.5250
111.6	4.8222	7.4324	6.5796
112.4	4.8411	7.4868	6.6340
113.2	4.8536	7.5415	6.6886
114.0	4.8675	7.5958	6.7429
114.8	4.8824	7.6504	6.7976
115.6	4.8985	7.7048	6.8520
116.5	4.9209	7.7595	6.9066
117.3	4.9418	7.8139	6.9611
118.1	4.9633	7.8683	7.0155
118.9	4.9834	7.9230	7.0702
119.7	5.0080	7.9773	7.1244
120.5	5.0297	8.0319	7.1791
121.3	5.0510	8.0865	7.2336
122.2	5.0730	8.1408	7.2880
123.0	5.0947	8.1955	7.3426
123.8	5.1116	8.2499	7.3970
124.6	5.1316	8.3043	7.4514
125.4	5.1525	8.3590	7.5061
126.2	5.1750	8.4135	7.5606
127.0	5.1960	8.4679	7.6150
127.9	5.2170	8.5225	7.6696
128.7	5.2343	8.5768	7.7240
129.5	5.2603	8.6314	7.7786
130.3	5.2833	8.6860	7.8331
131.1	5.3029	8.7404	7.8875
131.9	5.3253	8.7950	7.9421
132.7	5.3475	8.8496	7.9967
133.6	5.3704	8.9039	8.0510
134.4	5.3947	8.9585	8.1056
135.2	5.4153	9.0130	8.1601
136.0	5.4346	9.0674	8.2146
136.8	5.4556	9.1219	8.2691
137.6	5.4815	9.1764	8.3236
138.4	5.5040	9.2310	8.3782
139.3	5.5241	9.2855	8.4327
140.1	5.5469	9.3400	8.4872
140.9	5.5697	9.3945	8.5417
141.7	5.5919	9.4490	8.5961
142.5	5.6151	9.5036	8.6508
143.3	5.6419	9.5580	8.7052
144.1	5.6601	9.6126	8.7597
145.0	5.6835	9.6670	8.8141
145.8	5.7016	9.7215	8.8686
146.6	5.7199	9.7760	8.9232
147.4	5.7412	9.8305	8.9777
148.2	5.7600	9.8851	9.0323
149.0	5.7788	9.9396	9.0868
149.8	5.7953	9.9941	9.1412
150.7	5.7992	10.049	9.1957
151.5	5.8064	10.103	9.2503
152.3	5.8234	10.158	9.3048
153.1	5.8435	10.212	9.3592
153.9	5.8659	10.267	9.4137
154.7	5.8914	10.321	9.4682
155.5	5.9173	10.376	9.5227
156.4	5.9429	10.430	9.5772
157.2	5.9678	10.485	9.6318
158.0	5.9929	10.539	9.6863
158.8	6.0179	10.594	9.7409
159.6	6.0419	10.648	9.7953
160.4	6.0644	10.703	9.8497
161.2	6.0848	10.757	9.9042
162.1		10.812	9.9588
