Time (s)	Load (N)	Extension (mm)	Deflection from Preload (mm)
27.95	0.99178	1.8361	0.45703
28.47	1.0326	1.8708	0.49171
28.99	1.0736	1.9055	0.52639
29.51	1.1162	1.9401	0.56097
30.02	1.1623	1.9747	0.59562
30.54	1.2041	2.0094	0.63031
31.06	1.2466	2.0441	0.66494
31.58	1.2895	2.0787	0.69958
32.09	1.3280	2.1135	0.73435
32.61	1.3579	2.1480	0.76886
33.13	1.3865	2.1827	0.80360
33.65	1.4228	2.2172	0.83812
34.16	1.4639	2.2520	0.87285
34.68	1.5063	2.2866	0.90751
35.20	1.5484	2.3213	0.94215
35.72	1.5862	2.3559	0.97678
36.23	1.6265	2.3905	1.0113
36.75	1.6622	2.4252	1.0461
37.27	1.7008	2.4598	1.0807
37.79	1.7435	2.4945	1.1153
38.31	1.7796	2.5292	1.1501
38.82	1.8162	2.5638	1.1847
39.34	1.8537	2.5984	1.2193
39.86	1.8924	2.6331	1.2540
40.38	1.9016	2.6677	1.2886
40.89	1.9339	2.7023	1.3231
41.41	1.9704	2.7370	1.3579
41.93	2.0094	2.7716	1.3925
42.45	2.0486	2.8064	1.4273
42.96	2.0875	2.8409	1.4618
43.48	2.1250	2.8755	1.4964
44.00	2.1610	2.9102	1.5311
44.52	2.1981	2.9449	1.5658
45.03	2.2373	2.9795	1.6004
45.55	2.2747	3.0142	1.6351
46.07	2.3089	3.0489	1.6698
46.59	2.3437	3.0835	1.7044
47.11	2.3779	3.1181	1.7390
47.62	2.4092	3.1529	1.7737
48.14	2.4217	3.1873	1.8082
48.66	2.4479	3.2221	1.8429
49.18	2.4810	3.2566	1.8775
49.69	2.5117	3.2912	1.9120
50.21	2.5412	3.3259	1.9468
50.73	2.5715	3.3606	1.9814
51.25	2.5969	3.3953	2.0162
51.76	2.6218	3.4299	2.0508
52.28	2.6505	3.4645	2.0854
52.80	2.6814	3.4991	2.1200
53.32	2.7130	3.5339	2.1548
53.83	2.7445	3.5685	2.1894
54.35	2.7757	3.6032	2.2240
54.87	2.8063	3.6377	2.2585
55.39	2.8305	3.6724	2.2933
55.91	2.8590	3.7070	2.3279
56.42	2.8878	3.7416	2.3625
56.94	2.8694	3.7764	2.3973
57.46	2.8926	3.8111	2.4320
57.98	2.9200	3.8455	2.4664
58.49	2.9426	3.8802	2.5011
59.01	2.9563	3.9149	2.5358
59.53	2.9797	3.9496	2.5705
60.05	3.0100	3.9842	2.6051
60.56	3.0369	4.0189	2.6398
61.08	3.0636	4.0535	2.6744
61.60	3.0864	4.0883	2.7091
62.12	3.1102	4.1228	2.7437
62.63	3.1340	4.1575	2.7784
63.15	3.1577	4.1921	2.8130
63.67	3.1674	4.2267	2.8476
64.19	3.1884	4.2614	2.8823
64.71	3.2095	4.2959	2.9168
65.22	3.2305	4.3306	2.9514
65.74	3.2516	4.3652	2.9861
66.26	3.2712	4.3999	3.0208
66.78	3.2891	4.4345	3.0554
67.29	3.3073	4.4693	3.0901
67.81	3.3259	4.5038	3.1247
68.33	3.3446	4.5385	3.1594
68.85	3.3624	4.5732	3.1940
69.36	3.3783	4.6079	3.2287
69.88	3.3942	4.6424	3.2633
70.40	3.4080	4.6772	3.2980
70.92	3.4218	4.7117	3.3326
71.43	3.4351	4.7464	3.3673
71.95	3.4510	4.7811	3.4020
72.47	3.4677	4.8156	3.4365
72.99	3.4850	4.8504	3.4713
73.51	3.5003	4.8850	3.5059
74.02	3.5148	4.9196	3.5404
74.54	3.5293	4.9543	3.5751
75.06	3.5440	4.9890	3.6099
75.58	3.5597	5.0236	3.6445
76.09	3.5755	5.0582	3.6791
76.61	3.5913	5.0928	3.7137
77.13	3.6062	5.1275	3.7484
77.65	3.6204	5.1621	3.7830
78.16	3.6354	5.1968	3.8177
78.68	3.6497	5.2314	3.8523
79.20	3.6629	5.2661	3.8870
79.72	3.6761	5.3006	3.9215
80.23	3.6920	5.3353	3.9562
80.75	3.7079	5.3699	3.9908
81.27	3.7234	5.4046	4.0255
81.79	3.7364	5.4393	4.0602
82.31	3.7469	5.4740	4.0949
82.82	3.7583	5.5086	4.1295
83.34	3.7714	5.5432	4.1641
83.86	3.7856	5.5779	4.1988
84.38	3.7997	5.6126	4.2334
84.89	3.8139	5.6472	4.2680
85.41	3.8280	5.6818	4.3026
85.93	3.8420	5.7164	4.3373
86.45	3.8559	5.7510	4.3719
86.96	3.8702	5.7858	4.4067
87.48	3.8845	5.8204	4.4412
88.00	3.8979	5.8551	4.4759
88.52	3.9111	5.8896	4.5105
89.03	3.9243	5.9243	4.5452
89.55	3.9368	5.9589	4.5798
90.07	3.9493	5.9937	4.6146
90.59	3.9604	6.0283	4.6492
91.10	3.9744	6.0629	4.6838
91.62	3.9890	6.0975	4.7183
92.14	4.0030	6.1321	4.7529
92.66	4.0146	6.1668	4.7877
93.18	4.0275	6.2014	4.8223
93.69	4.0404	6.2362	4.8571
94.21	4.0531	6.2709	4.8917
94.73	4.0655	6.3054	4.9263
95.25	4.0782	6.3401	4.9610
95.76	4.0913	6.3746	4.9955
96.28	4.1051	6.4094	5.0303
96.80	4.1193	6.4440	5.0649
97.32	4.1270	6.4785	5.0994
97.83	4.1381	6.5132	5.1341
98.35	4.1493	6.5479	5.1688
98.87	4.1608	6.5825	5.2033
99.39	4.1724	6.6171	5.2380
99.90	4.1838	6.6518	5.2727
100.4	4.2006	6.6865	5.3074
100.9	4.2150	6.7213	5.3422
101.5	4.2293	6.7559	5.3767
102.0	4.2414	6.7905	5.4114
102.5	4.2535	6.8250	5.4459
103.0		6.8597	5.4806
