Time (s)	Load (N)	Extension (mm)	Deflection from Preload (mm)
89.28	4.2819	5.9414	5.4750
90.30	4.2988	6.0101	5.5437
91.33	4.3164	6.0787	5.6123
92.35	4.3296	6.1476	5.6812
93.38	4.3461	6.2160	5.7496
94.41	4.3638	6.2849	5.8184
95.43	4.3807	6.3535	5.8871
96.46	4.3974	6.4221	5.9557
97.48	4.4142	6.4908	6.0244
98.51	4.4338	6.5595	6.0931
99.54	4.4503	6.6281	6.1617
100.6	4.4669	6.6968	6.2304
101.6	4.4845	6.7655	6.2991
102.6	4.5017	6.8343	6.3679
103.6	4.5208	6.9029	6.4365
104.7	4.5398	6.9717	6.5053
105.7	4.5527	7.0403	6.5739
106.7	4.5690	7.1089	6.6425
107.7	4.5846	7.1776	6.7112
108.8	4.5998	7.2463	6.7799
109.8	4.6186	7.3151	6.8487
110.8	4.6381	7.3838	6.9174
111.9	4.6565	7.4524	6.9860
112.9	4.6761	7.5210	7.0545
113.9	4.6958	7.5899	7.1234
114.9	4.7202	7.6585	7.1921
116.0	4.7449	7.7270	7.2606
117.0	4.7705	7.7958	7.3294
118.0	4.7962	7.8643	7.3979
119.0	4.8220	7.9331	7.4667
120.1	4.8486	8.0018	7.5354
121.1	4.8727	8.0705	7.6041
122.1	4.8979	8.1391	7.6727
123.1	4.9254	8.2077	7.7413
124.2	4.9494	8.2766	7.8102
125.2	4.9729	8.3451	7.8787
126.2	4.9960	8.4139	7.9475
127.2	5.0197	8.4826	8.0162
128.3	5.0440	8.5512	8.0848
129.3	5.0685	8.6199	8.1535
130.3	5.0983	8.6886	8.2222
131.3	5.1192	8.7573	8.2909
132.4	5.1430	8.8259	8.3595
133.4	5.1676	8.8946	8.4282
134.4	5.1872	8.9632	8.4968
135.5	5.2051	9.0319	8.5655
136.5	5.2170	9.1006	8.6341
137.5	5.2350	9.1693	8.7029
138.5	5.2488	9.2380	8.7716
139.6	5.2734	9.3068	8.8404
140.6	5.3009	9.3754	8.9090
141.6	5.3260	9.4441	8.9777
142.6	5.3524	9.5128	9.0463
143.7	5.3811	9.5814	9.1150
144.7	5.4097	9.6500	9.1836
145.7	5.4392	9.7187	9.2523
146.7	5.4659	9.7875	9.3210
147.8	5.4927	9.8561	9.3897
148.8	5.5165	9.9248	9.4584
149.8	5.5388	9.9934	9.5270
150.8	5.5617	10.062	9.5957
151.9	5.5814	10.131	9.6646
152.9	5.6046	10.199	9.7330
153.9	5.6247	10.268	9.8018
154.9	5.6479	10.337	9.8704
156.0	5.6666	10.406	9.9392
157.0	5.6837	10.474	10.008
158.0	5.7062	10.543	10.077
159.1	5.7263	10.612	10.145
160.1	5.7463	10.680	10.214
161.1	5.7658	10.749	10.282
162.1	5.7865	10.818	10.351
163.2	5.8148	10.886	10.420
164.2	5.8413	10.955	10.489
165.2	5.8685	11.024	10.557
166.2	5.8977	11.092	10.626
167.3	5.9199	11.161	10.695
168.3	5.9425	11.230	10.763
169.3	5.9654	11.298	10.832
170.3	5.9934	11.367	10.901
171.4	6.0256	11.436	10.969
172.4	6.0625	11.504	11.038
173.4	6.0987	11.573	11.107
174.4	6.1330	11.642	11.175
175.5	6.1667	11.711	11.244
176.5	6.2013	11.779	11.313
177.5	6.2296	11.848	11.381
178.6	6.2634	11.916	11.450
179.6	6.2966	11.985	11.519
180.6	6.3293	12.054	11.588
181.6	6.3645	12.122	11.656
182.7	6.3938	12.191	11.725
183.7	6.4228	12.260	11.793
184.7	6.4421	12.328	11.862
185.7	6.4601	12.397	11.931
186.8	6.4877	12.466	11.999
187.8	6.5121	12.535	12.068
188.8	6.5347	12.603	12.137
189.8	6.5576	12.672	12.206
190.9	6.5806	12.741	12.274
191.9	6.6054	12.809	12.343
192.9	6.6079	12.878	12.412
193.9	6.6127	12.947	12.480
195.0	6.6207	13.015	12.549
196.0	6.6354	13.084	12.617
197.0	6.6536	13.153	12.686
198.0	6.6747	13.221	12.755
199.1	6.7022	13.290	12.824
200.1	6.7284	13.359	12.892
201.1	6.7568	13.427	12.961
202.2	6.7835	13.496	13.030
203.2	6.8141	13.565	13.098
204.2	-0.076294		
