Time (s)	Load (N)	Extension (mm)	Deflection from Preload (mm)
57.73	1.9126	3.8302	2.5139
58.48	1.9261	3.8802	2.5639
59.23	1.9399	3.9305	2.6143
59.98	1.9499	3.9805	2.6643
60.73	1.9600	4.0308	2.7146
61.48	1.9678	4.0809	2.7647
62.23	1.9763	4.1311	2.8149
62.98	1.9896	4.1812	2.8650
63.73	1.9988	4.2315	2.9153
64.48	2.0087	4.2815	2.9653
65.22	2.0196	4.3319	3.0157
65.97	2.0307	4.3819	3.0657
66.72	2.0419	4.4322	3.1160
67.47	2.0531	4.4823	3.1661
68.22	2.0643	4.5324	3.2161
68.97	2.0763	4.5827	3.2665
69.72	2.0857	4.6328	3.3166
70.47	2.0948	4.6830	3.3667
71.22	2.1035	4.7333	3.4171
71.97	2.1122	4.7834	3.4672
72.72	2.1229	4.8335	3.5173
73.47	2.1329	4.8837	3.5675
74.22	2.1423	4.9338	3.6176
74.97	2.1509	4.9840	3.6678
75.72	2.1603	5.0342	3.7180
76.47	2.1695	5.0844	3.7681
77.22	2.1791	5.1346	3.8184
77.97	2.1872	5.1848	3.8685
78.72	2.1959	5.2349	3.9187
79.47	2.2046	5.2852	3.9690
80.22	2.2133	5.3352	4.0190
80.97	2.2220	5.3854	4.0692
81.72	2.2280	5.4356	4.1194
82.47	2.2366	5.4858	4.1696
83.22	2.2457	5.5360	4.2198
83.97	2.2549	5.5861	4.2699
84.72	2.2640	5.6365	4.3202
85.47	2.2728	5.6866	4.3704
86.22	2.2820	5.7367	4.4205
86.97	2.2919	5.7870	4.4708
87.72	2.3017	5.8372	4.5210
88.47	2.3118	5.8873	4.5710
89.22	2.3249	5.9376	4.6213
89.97	2.3343	5.9876	4.6714
90.71	2.3437	6.0377	4.7215
91.46	2.3530	6.0880	4.7717
92.21	2.3622	6.1382	4.8220
92.96	2.3715	6.1883	4.8721
93.71	2.3798	6.2384	4.9222
94.46	2.3835	6.2886	4.9723
95.21	2.3906	6.3389	5.0227
95.96	2.3995	6.3891	5.0729
96.71	2.4098	6.4391	5.1229
97.46	2.4183	6.4894	5.1732
98.21	2.4217	6.5396	5.2234
98.96	2.4317	6.5896	5.2734
99.71	2.4416	6.6399	5.3237
100.5	2.4474	6.6901	5.3738
101.2	2.4572	6.7402	5.4240
102.0	2.4666	6.7905	5.4742
102.7	2.4752	6.8407	5.5245
103.5	2.4839	6.8908	5.5746
104.2	2.4890	6.9409	5.6247
105.0	2.4879	6.9912	5.6749
105.7	2.4867	7.0412	5.7250
106.5	2.4855	7.0914	5.7752
107.2	2.4859	7.1417	5.8255
108.0	2.4915	7.1919	5.8757
108.7	2.4981	7.2421	5.9259
109.5	2.5073	7.2923	5.9761
110.2	2.5160	7.3423	6.0261
111.0	2.5252	7.3926	6.0764
111.7	2.5359	7.4428	6.1266
112.5	2.5454	7.4929	6.1767
113.2	2.5549	7.5430	6.2268
114.0	2.5691	7.5932	6.2770
114.7	2.5824	7.6433	6.3271
115.5	2.5949	7.6936	6.3774
116.2	2.6069	7.7438	6.4275
117.0	2.6177	7.7939	6.4777
117.7	2.6302	7.8442	6.5280
118.5	2.6415	7.8943	6.5780
119.2	2.6528	7.9446	6.6284
120.0	2.6620	7.9948	6.6785
120.7	2.6703	8.0447	6.7285
121.5	2.6746	8.0950	6.7788
122.2	2.6819	8.1453	6.8291
123.0	2.6900	8.1954	6.8792
123.7	2.6959	8.2455	6.9293
124.5	2.7043	8.2959	6.9796
125.2	2.7134	8.3459	7.0297
126.0	2.7222	8.3962	7.0800
126.7	2.7310	8.4462	7.1299
127.5	2.7404	8.4965	7.1803
128.2	2.7492	8.5467	7.2305
129.0	2.7570	8.5969	7.2807
129.7	2.7648	8.6469	7.3306
130.4	2.7725	8.6972	7.3809
131.2	2.7803	8.7473	7.4311
131.9	2.7881	8.7975	7.4813
132.7	2.7981	8.8476	7.5314
133.4	2.8043	8.8978	7.5816
134.2	2.8099	8.9481	7.6319
134.9	2.8188	8.9983	7.6821
135.7	2.8278	9.0483	7.7321
136.4	2.8367	9.0986	7.7823
137.2	2.8456	9.1488	7.8326
137.9	2.8546	9.1990	7.8828
138.7	2.8624	9.2491	7.9328
139.4	2.8694	9.2993	7.9830
140.2	2.8777	9.3495	8.0333
140.9	2.8864	9.3997	8.0835
141.7	2.8950	9.4498	8.1335
142.4	2.9078	9.5000	8.1838
143.2	2.9166	9.5501	8.2339
143.9	2.9254	9.6004	8.2842
144.7	2.9345	9.6505	8.3343
145.4	2.9437	9.7007	8.3845
146.2	2.9530	9.7508	8.4346
146.9	2.9617	9.8010	8.4848
147.7	2.9705	9.8512	8.5350
148.4	2.9771	9.9014	8.5851
149.2		9.9516	8.6353
