Time (s)	Load (N)	Extension (mm)	Deflection from Preload (mm)
31.79	1.7173	2.0927	1.3286
32.13	1.7306	2.1148	1.3508
32.46	1.7442	2.1371	1.3731
32.79	1.7604	2.1591	1.3951
33.12	1.7766	2.1813	1.4173
33.45	1.7913	2.2035	1.4395
33.78	1.8060	2.2256	1.4616
34.11	1.8206	2.2477	1.4837
34.44	1.8354	2.2699	1.5059
34.77	1.8539	2.2921	1.5280
35.11	1.8687	2.3142	1.5501
35.44	1.8834	2.3363	1.5723
35.77	1.8970	2.3585	1.5945
36.10	1.9095	2.3808	1.6167
36.43	1.9219	2.4030	1.6389
36.76	1.9338	2.4252	1.6612
37.09	1.9455	2.4472	1.6832
37.42	1.9516	2.4694	1.7054
37.76	1.9595	2.4917	1.7277
38.09	1.9679	2.5137	1.7497
38.42	1.9773	2.5360	1.7720
38.75	1.9800	2.5581	1.7941
39.08	1.9902	2.5803	1.8162
39.41	2.0005	2.6023	1.8383
39.74	2.0113	2.6246	1.8606
40.07	2.0222	2.6468	1.8828
40.40	2.0322	2.6689	1.9049
40.74	2.0423	2.6910	1.9270
41.07	2.0555	2.7133	1.9493
41.40	2.0670	2.7353	1.9713
41.73	2.0785	2.7577	1.9936
42.06	2.0900	2.7799	2.0158
42.39	2.1022	2.8020	2.0380
42.72	2.1144	2.8240	2.0600
43.05	2.1245	2.8462	2.0821
43.39	2.1338	2.8683	2.1043
43.72	2.1428	2.8905	2.1265
44.05	2.1507	2.9128	2.1488
44.38	2.1543	2.9350	2.1709
44.71	2.1324	2.9572	2.1932
45.04	2.1189	2.9793	2.2153
45.37	2.1170	3.0014	2.2374
45.70	2.1156	3.0235	2.2595
46.04	2.1231	3.0457	2.2817
46.37	2.1311	3.0679	2.3039
46.70	2.1412	3.0901	2.3261
47.03	2.1549	3.1124	2.3484
47.36	2.1675	3.1344	2.3703
47.69	2.1779	3.1566	2.3925
48.02	2.1874	3.1788	2.4148
48.35	2.1962	3.2010	2.4369
48.68	2.2050	3.2231	2.4591
49.02	2.2138	3.2452	2.4811
49.35	2.2223	3.2673	2.5033
49.68	2.2304	3.2896	2.5256
50.01	2.2385	3.3118	2.5478
50.34	2.2466	3.3339	2.5699
50.67	2.2547	3.3560	2.5920
51.00	2.2621	3.3782	2.6141
51.33	2.2678	3.4003	2.6363
51.67	2.2745	3.4226	2.6586
52.00	2.2815	3.4447	2.6807
52.33	2.2906	3.4668	2.7028
52.66	2.2940	3.4891	2.7251
52.99	2.2979	3.5112	2.7472
53.32	2.3019	3.5334	2.7694
53.65	2.3044	3.5555	2.7915
53.98	2.3089	3.5776	2.8136
54.31	2.3141	3.5997	2.8357
54.65	2.3193	3.6221	2.8581
54.98	2.3256	3.6444	2.8803
55.31	2.3327	3.6664	2.9023
55.64	2.3395	3.6886	2.9246
55.97	2.3459	3.7108	2.9468
56.30	2.3524	3.7329	2.9689
56.63	2.3585	3.7551	2.9910
56.96	2.3651	3.7771	3.0131
57.30	2.3723	3.7994	3.0354
57.63	2.3795	3.8216	3.0576
57.96	2.3867	3.8437	3.0797
58.29	2.3940	3.8658	3.1018
58.62	2.4011	3.8880	3.1240
58.95	2.4044	3.9102	3.1462
59.28	2.4077	3.9324	3.1684
59.61	2.4110	3.9545	3.1905
59.94	2.4151	3.9768	3.2128
60.28	2.4194	3.9989	3.2349
60.61	2.4234	4.0210	3.2570
60.94	2.4273	4.0432	3.2792
61.27	2.4313	4.0653	3.3013
61.60	2.4352	4.0874	3.3234
61.93	2.4392	4.1098	3.3458
62.26	2.4431	4.1320	3.3680
62.59	2.4469	4.1540	3.3900
62.93	2.4491	4.1762	3.4122
63.26	2.4492	4.1983	3.4343
63.59	2.4514	4.2204	3.4564
63.92	2.4542	4.2427	3.4787
64.25	2.4581	4.2649	3.5009
64.58	2.4619	4.2870	3.5230
64.91	2.4671	4.3091	3.5451
65.24	2.4731	4.3314	3.5673
65.58	2.4791	4.3535	3.5895
65.91		4.3757	3.6116
