Time (s)	Load (N)	Extension (mm)	Deflection from Preload (mm)
73.37	2.4236	4.8769	4.1580
74.21	2.4239	4.9334	4.2145
75.06	2.4353	4.9899	4.2710
75.90	2.4497	5.0463	4.3274
76.74	2.4641	5.1027	4.3838
77.59	2.4785	5.1592	4.4403
78.43	2.4922	5.2156	4.4967
79.27	2.5038	5.2720	4.5531
80.12	2.5132	5.3286	4.6097
80.96	2.5242	5.3850	4.6661
81.80	2.5337	5.4415	4.7226
82.65	2.5412	5.4979	4.7790
83.49	2.5493	5.5544	4.8355
84.33	2.5575	5.6106	4.8917
85.18	2.5657	5.6672	4.9483
86.02	2.5759	5.7237	5.0048
86.86	2.5820	5.7800	5.0611
87.71	2.5844	5.8367	5.1178
88.55	2.5871	5.8930	5.1741
89.39	2.5926	5.9494	5.2305
90.24	2.6000	6.0059	5.2870
91.08	2.6114	6.0623	5.3434
91.92	2.6251	6.1189	5.4000
92.77	2.6350	6.1751	5.4562
93.61	2.6450	6.2316	5.5127
94.45	2.6560	6.2880	5.5692
95.30	2.6675	6.3445	5.6256
96.14	2.6787	6.4010	5.6821
96.98	2.6899	6.4574	5.7385
97.83	2.7012	6.5139	5.7950
98.67	2.7143	6.5703	5.8514
99.52	2.7275	6.6267	5.9078
100.4	2.7392	6.6832	5.9643
101.2	2.7509	6.7397	6.0208
102.0	2.7653	6.7962	6.0773
102.9	2.7756	6.8525	6.1336
103.7	2.7856	6.9089	6.1900
104.6	2.7951	6.9654	6.2465
105.4	2.8045	7.0219	6.3030
106.3	2.8141	7.0783	6.3594
107.1	2.8237	7.1348	6.4159
107.9	2.8345	7.1911	6.4722
108.8	2.8465	7.2476	6.5287
109.6	2.8625	7.3041	6.5852
110.5	2.8733	7.3604	6.6415
111.3	2.8850	7.4170	6.6981
112.2	2.8954	7.4734	6.7545
113.0	2.9058	7.5298	6.8109
113.9	2.9162	7.5862	6.8673
114.7	2.9270	7.6428	6.9239
115.5	2.9377	7.6992	6.9803
116.4	2.9494	7.7556	7.0367
117.2	2.9618	7.8120	7.0932
118.1	2.9739	7.8684	7.1495
118.9	2.9859	7.9249	7.2060
119.8	2.9980	7.9814	7.2625
120.6	3.0096	8.0378	7.3189
121.4	3.0205	8.0944	7.3755
122.3	3.0314	8.1507	7.4318
123.1	3.0422	8.2072	7.4883
124.0	3.0532	8.2636	7.5447
124.8	3.0646	8.3200	7.6011
125.7	3.0761	8.3764	7.6575
126.5	3.0875	8.4330	7.7141
127.3	3.0998	8.4893	7.7704
128.2	3.1133	8.5458	7.8269
129.0	3.1246	8.6024	7.8835
129.9	3.1359	8.6587	7.9398
130.7	3.1485	8.7152	7.9963
131.6	3.1555	8.7716	8.0527
132.4	3.1696	8.8280	8.1091
133.2	3.1836	8.8846	8.1657
134.1	3.1952	8.9410	8.2221
134.9	3.2056	8.9973	8.2784
135.8	3.2161	9.0538	8.3349
136.6	3.2289	9.1103	8.3914
137.5	3.2421	9.1667	8.4478
138.3	3.2539	9.2231	8.5042
139.2	3.2684	9.2795	8.5606
140.0	3.2820	9.3361	8.6172
140.8	3.2957	9.3925	8.6736
141.7	3.3090	9.4488	8.7299
142.5	3.3221	9.5053	8.7864
143.4	3.3352	9.5619	8.8430
144.2	3.3471	9.6182	8.8993
145.1	3.3596	9.6747	8.9558
145.9	3.3696	9.7311	9.0122
146.7	3.3825	9.7877	9.0688
147.6	3.3955	9.8440	9.1251
148.4	3.4084	9.9005	9.1816
149.3	3.4208	9.9570	9.2381
150.1	3.4335	10.013	9.2946
151.0	3.4446	10.070	9.3509
151.8	3.4525	10.126	9.4073
152.6	3.4609	10.183	9.4638
153.5	3.4758	10.239	9.5203
154.3	3.4888	10.296	9.5766
155.2	3.5032	10.352	9.6331
156.0	3.5187	10.408	9.6895
156.9	3.5343	10.465	9.7460
157.7	3.5502	10.521	9.8025
158.5	3.5650	10.578	9.8588
159.4	3.5791	10.634	9.9153
160.2	3.5965	10.691	9.9718
161.1	3.6090	10.747	10.028
161.9	3.6216	10.804	10.085
162.8	3.6379	10.860	10.141
163.6	3.6521	10.916	10.198
164.5	3.6670	10.973	10.254
165.3	3.6819	11.029	10.310
166.1	3.6965	11.086	10.367
167.0	3.7110	11.142	10.423
167.8	0.37575		
