Time (s)	Load (N)	Extension (mm)	Deflection from Preload (mm)
51.00	3.2736	3.3802	2.2934
51.82	3.3379	3.4351	2.3483
52.64	3.4014	3.4903	2.4035
53.46	3.4642	3.5452	2.4584
54.29	3.5223	3.6002	2.5134
55.11	3.5775	3.6553	2.5685
55.93	3.6360	3.7105	2.6237
56.75	3.6925	3.7654	2.6786
57.58	3.7475	3.8206	2.7338
58.40	3.8007	3.8755	2.7887
59.22	3.8460	3.9306	2.8438
60.04	3.8900	3.9858	2.8990
60.87	3.9271	4.0408	2.9540
61.69	3.9365	4.0958	3.0090
62.51	3.9764	4.1509	3.0641
63.33	4.0212	4.2059	3.1191
64.16	4.0689	4.2608	3.1740
64.98	4.1164	4.3160	3.2292
65.80	4.1524	4.3710	3.2842
66.62	4.1878	4.4261	3.3393
67.45	4.2257	4.4811	3.3943
68.27	4.2647	4.5361	3.4493
69.09	4.3004	4.5912	3.5044
69.91	4.3342	4.6462	3.5594
70.74	4.3712	4.7013	3.6145
71.56	4.4088	4.7563	3.6695
72.38	4.4417	4.8114	3.7246
73.20	4.4692	4.8665	3.7797
74.03	4.4956	4.9215	3.8347
74.85	4.5225	4.9767	3.8899
75.67	4.5522	5.0316	3.9448
76.49	4.5731	5.0867	3.9999
77.32	4.5939	5.1417	4.0549
78.14	4.6158	5.1969	4.1101
78.96	4.6375	5.2518	4.1650
79.78	4.6574	5.3068	4.2200
80.61	4.6840	5.3619	4.2751
81.43	4.7045	5.4169	4.3301
82.25	4.7255	5.4720	4.3852
83.07	4.7529	5.5270	4.4402
83.90	4.7750	5.5821	4.4953
84.72	4.7894	5.6371	4.5503
85.54	4.8091	5.6922	4.6054
86.36	4.8358	5.7473	4.6605
87.19	4.8589	5.8024	4.7156
88.01	4.8821	5.8573	4.7705
88.83	4.9080	5.9123	4.8255
89.65	4.9280	5.9674	4.8806
90.48	4.9533	6.0224	4.9356
91.30	4.9787	6.0774	4.9906
92.12	5.0042	6.1326	5.0458
92.94	5.0273	6.1876	5.1008
93.77	5.0536	6.2426	5.1558
94.59	5.0727	6.2976	5.2108
95.41	5.0929	6.3528	5.2660
96.23	5.1168	6.4077	5.3209
97.06	5.1424	6.4629	5.3761
97.88	5.1634	6.5179	5.4311
98.70	5.1860	6.5729	5.4861
99.52	5.2071	6.6279	5.5411
100.3	5.2259	6.6830	5.5962
101.2	5.2469	6.7382	5.6514
102.0	5.2687	6.7932	5.7064
102.8	5.2891	6.8483	5.7615
103.6	5.3099	6.9032	5.8164
104.5	5.3278	6.9583	5.8715
105.3	5.3452	7.0133	5.9265
106.1	5.3622	7.0685	5.9817
106.9	5.3807	7.1234	6.0366
107.7	5.3982	7.1786	6.0918
108.6	5.4174	7.2336	6.1468
109.4	5.4365	7.2885	6.2017
110.2	5.4530	7.3436	6.2568
111.0	5.4684	7.3986	6.3118
111.9	5.4872	7.4537	6.3669
112.7	5.5058	7.5087	6.4219
113.5	5.5218	7.5639	6.4771
114.3	5.5393	7.6189	6.5321
115.2	5.5587	7.6740	6.5872
116.0	5.5757	7.7291	6.6423
116.8	5.5927	7.7840	6.6972
117.6	5.6031	7.8391	6.7523
118.4	5.6164	7.8941	6.8073
119.3	5.6324	7.9491	6.8623
120.1	5.6457	8.0042	6.9174
120.9	5.6636	8.0592	6.9724
121.7	5.6788	8.1142	7.0274
122.6	5.6999	8.1694	7.0826
123.4	5.7141	8.2245	7.1377
124.2	5.7261	8.2795	7.1927
125.0	5.7405	8.3345	7.2477
125.8	5.7542	8.3894	7.3026
126.7	5.7710	8.4447	7.3579
127.5	5.7824	8.4996	7.4128
128.3	5.7921	8.5547	7.4679
129.1	5.8110	8.6098	7.5230
130.0	5.8282	8.6647	7.5779
130.8	5.8426	8.7199	7.6331
131.6	5.8623	8.7748	7.6880
132.4	5.8785	8.8300	7.7432
133.2	5.8935	8.8850	7.7982
134.1	5.9079	8.9401	7.8533
134.9	5.9262	8.9951	7.9083
135.7	5.9410	9.0502	7.9634
136.5	5.9563	9.1051	8.0183
137.4	5.9737	9.1603	8.0735
138.2	5.9907	9.2153	8.1285
139.0	6.0084	9.2704	8.1836
139.8	6.0255	9.3253	8.2385
140.6	6.0452	9.3805	8.2937
141.5	6.0621	9.4356	8.3488
142.3	6.0804	9.4905	8.4037
143.1	6.0982	9.5456	8.4588
143.9	6.1136	9.6007	8.5139
144.8	6.1275	9.6557	8.5689
145.6	6.1502	9.7107	8.6239
146.4	6.1692	9.7659	8.6791
147.2	6.1882	9.8209	8.7341
148.1	6.2085	9.8759	8.7891
148.9	6.2272	9.9309	8.8441
149.7	6.2474	9.9861	8.8993
150.5	6.2661	10.041	8.9542
151.3	6.2813	10.096	9.0094
152.2	6.2976	10.151	9.0643
153.0	6.3162	10.206	9.1194
153.8	6.3337	10.261	9.1744
154.6	6.3490	10.316	9.2296
155.5	6.3647	10.371	9.2845
156.3	6.3816	10.426	9.3397
157.1	6.3999	10.481	9.3946
157.9	6.4146	10.536	9.4497
158.7	6.4305	10.592	9.5048
159.6	6.4495	10.646	9.5597
160.4	6.4691	10.702	9.6148
161.2	6.4884	10.757	9.6699
162.0	6.5020	10.812	9.7248
162.9	6.5182	10.867	9.7800
163.7		10.922	9.8349
