Time (s)	Load (N)	Extension (mm)	Deflection from Preload (mm)
68.45	20.305	4.5487	4.3824
69.15	20.424	4.5949	4.4286
69.84	20.532	4.6414	4.4751
70.53	20.641	4.6876	4.5213
71.22	20.750	4.7338	4.5675
71.91	20.851	4.7801	4.6138
72.60	20.953	4.8263	4.6600
73.29	21.064	4.8725	4.7062
73.99	21.166	4.9190	4.7527
74.68	21.256	4.9650	4.7987
75.37	21.368	5.0114	4.8451
76.06	21.463	5.0578	4.8915
76.75	21.551	5.1040	4.9378
77.44	21.645	5.1503	4.9840
78.13	21.757	5.1965	5.0302
78.83	21.858	5.2429	5.0766
79.52	21.945	5.2891	5.1228
80.21	22.048	5.3354	5.1691
80.90	22.146	5.3817	5.2154
81.59	22.243	5.4280	5.2617
82.28	22.338	5.4743	5.3080
82.97	22.433	5.5205	5.3542
83.67	22.537	5.5669	5.4006
84.36	22.629	5.6131	5.4468
85.05	22.728	5.6593	5.4930
85.74	22.827	5.7057	5.5394
86.43	22.917	5.7519	5.5856
87.12	23.010	5.7982	5.6319
87.81	23.102	5.8444	5.6781
88.51	23.195	5.8908	5.7245
89.20	23.288	5.9371	5.7708
89.89	23.371	5.9832	5.8169
90.58	23.462	6.0295	5.8632
91.27	23.553	6.0758	5.9095
91.96	23.600	6.1222	5.9559
92.66	23.692	6.1683	6.0020
93.35	23.791	6.2147	6.0484
94.04	23.886	6.2610	6.0947
94.73	23.972	6.3074	6.1411
95.42	24.056	6.3536	6.1873
96.11	24.153	6.3999	6.2336
96.80	24.247	6.4460	6.2797
97.50	24.328	6.4923	6.3260
98.19	24.422	6.5387	6.3724
98.88	24.508	6.5848	6.4185
99.57	24.591	6.6312	6.4649
100.3	24.632	6.6774	6.5111
101.0	24.714	6.7237	6.5574
101.6	24.811	6.7700	6.6037
102.3	24.897	6.8163	6.6500
103.0	24.978	6.8626	6.6963
103.7	25.071	6.9088	6.7425
104.4	25.169	6.9551	6.7888
105.1	25.257	7.0013	6.8350
105.8	25.355	7.0478	6.8815
106.5	25.448	7.0940	6.9277
107.2	25.542	7.1402	6.9739
107.9	25.624	7.1864	7.0202
108.6	25.722	7.2328	7.0665
109.2	25.832	7.2791	7.1128
109.9	25.928	7.3253	7.1590
110.6	26.024	7.3716	7.2053
111.3	26.125	7.4180	7.2517
112.0	26.227	7.4642	7.2980
112.7	26.325	7.5105	7.3442
113.4	26.419	7.5568	7.3905
114.1	26.529	7.6030	7.4367
114.8	26.624	7.6493	7.4830
115.5	26.717	7.6956	7.5293
116.2	26.818	7.7418	7.5755
116.9	26.919	7.7881	7.6218
117.5	27.024	7.8344	7.6681
118.2	27.112	7.8808	7.7145
118.9	27.210	7.9269	7.7606
119.6	27.314	7.9733	7.8070
120.3	27.406	8.0194	7.8531
121.0	27.503	8.0658	7.8995
121.7	27.607	8.1121	7.9459
122.4	27.716	8.1584	7.9921
123.1	27.815	8.2046	8.0383
123.8	27.910	8.2508	8.0845
124.5	28.023	8.2971	8.1308
125.2	28.127	8.3435	8.1772
125.8	28.216	8.3897	8.2234
126.5	28.309	8.4361	8.2698
127.2	28.296	8.4824	8.3161
127.9	28.393	8.5287	8.3624
128.6	28.503	8.5748	8.4086
129.3	28.615	8.6211	8.4548
130.0	28.730	8.6674	8.5012
130.7	28.843	8.7136	8.5473
131.4	28.961	8.7600	8.5937
132.1	29.078	8.8063	8.6400
132.8	29.198	8.8526	8.6863
133.5	29.315	8.8988	8.7325
134.1	29.431	8.9452	8.7789
134.8	29.556	8.9914	8.8251
135.5	29.671	9.0375	8.8713
136.2	29.779	9.0838	8.9175
136.9	29.896	9.1302	8.9640
137.6	0.78583		
